imagen,angulo_brazos,angulo_rodilla,angulo_tronco,criterios_cumplidos,clasificacion
WhatsApp Image 2026-08-03 at 3.12.19 PM (1)_aug2.jpeg,136.64,142.31,163.82,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (1)_aug3.jpeg,143.27,135.25,165.02,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (1)_aug4.jpeg,140.68,146.73,168.46,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (1)_aug5.jpeg,140.79,145.72,164.01,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (1)_aug6.jpeg,145.28,139.55,168.16,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (1)_aug7.jpeg,146.12,156.57,170.94,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2).jpeg,140.82,131.01,145.53,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2)_aug1.jpeg,140.52,135.24,146.96,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2)_aug2.jpeg,134.85,136.22,148.57,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2)_aug3.jpeg,137.23,131.67,144.03,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2)_aug4.jpeg,137.35,135.51,148.65,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2)_aug5.jpeg,135.92,130.76,142.43,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2)_aug6.jpeg,138.08,130.84,145.0,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (2)_aug7.jpeg,141.49,132.42,143.82,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3).jpeg,145.84,127.9,132.59,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3)_aug1.jpeg,145.74,123.92,130.69,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3)_aug2.jpeg,144.76,131.66,135.46,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3)_aug3.jpeg,144.63,125.24,129.05,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3)_aug4.jpeg,143.25,131.0,128.24,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3)_aug5.jpeg,144.03,130.62,130.72,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3)_aug6.jpeg,146.61,130.44,131.7,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (3)_aug7.jpeg,143.07,123.75,128.82,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4).jpeg,167.66,105.97,147.78,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4)_aug1.jpeg,162.81,91.61,143.3,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4)_aug2.jpeg,164.83,95.65,143.48,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4)_aug3.jpeg,168.13,107.86,148.33,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4)_aug4.jpeg,159.01,107.1,147.64,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4)_aug5.jpeg,165.91,101.31,150.6,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4)_aug6.jpeg,160.56,104.94,148.51,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (4)_aug7.jpeg,173.54,107.52,151.1,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM.jpeg,93.09,157.47,153.83,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM_aug1.jpeg,83.43,151.82,150.93,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM_aug2.jpeg,79.09,156.18,154.46,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM_aug3.jpeg,78.58,157.67,155.32,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM_aug4.jpeg,80.68,151.44,150.22,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM_aug5.jpeg,81.23,153.15,151.76,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM_aug6.jpeg,93.65,152.25,154.91,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM_aug7.jpeg,95.38,151.89,150.65,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM.jpeg,132.44,132.64,144.1,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM_aug1.jpeg,129.65,149.01,149.71,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM_aug2.jpeg,120.42,134.29,145.86,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM_aug3.jpeg,122.29,143.19,144.62,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM_aug4.jpeg,115.26,133.7,144.34,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM_aug5.jpeg,121.62,144.23,147.17,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM_aug6.jpeg,127.54,137.94,145.55,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.20 PM_aug7.jpeg,108.55,150.12,150.46,1,INCORRECTO
